,회사명,거래소코드,회계년도,부실판단,기업수명주기
507,우신산업주식회사,16742,2020,1.0,쇠퇴기
508,우신운수(주),16743,2021,1.0,성숙기
509,우신종합건설주식회사,16744,2021,1.0,쇠퇴기
510,우연산업개발주식회사,16749,2014,1.0,쇠퇴기
511,우영개발,16750,2016,1.0,도입기
512,우진관광개발주식회사,16775,2015,1.0,성숙기
513,(주)우진물산,16778,2018,1.0,도입기
514,제이씨엔울산중앙방송,16799,2014,1.0,성숙기
515,(주)웅남,16802,2018,1.0,도입기
516,원양어업개발주식회사,16825,2014,1.0,성숙기
517,원일종합건설주식회사,16835,2018,1.0,성숙기
518,(주)원정,16838,2018,1.0,쇠퇴기
519,원창물산(주),16843,2014,1.0,쇠퇴기
520,(주)웨어펀인터내셔날,16862,2014,1.0,쇠퇴기
521,유니레버코리아주식회사,16886,2014,1.0,쇠퇴기
522,유한회사유니북스,16891,2014,1.0,쇠퇴기
523,(주)유엠씨홀딩스,16895,2014,1.0,쇠퇴기
524,주식회사유성텔레콤,16927,2019,1.0,쇠퇴기
525,유성관광주식회사,16930,2014,1.0,쇠퇴기
526,(주)유성금속,16931,2014,1.0,도입기
527,유성온천개발(주),16935,2018,1.0,쇠퇴기
528,유일고무주식회사,16951,2014,1.0,성숙기
529,유진기공산업주식회사,16960,2019,1.0,도입기
530,유창산업주식회사,16974,2014,1.0,쇠퇴기
531,융성산업주식회사,17001,2019,1.0,쇠퇴기
532,은산토건주식회사,17004,2014,1.0,쇠퇴기
533,주식회사은성테크닉스,17005,2014,1.0,쇠퇴기
534,주식회사은성오엔씨,17006,2016,1.0,성장기
535,이영산업기계주식회사,17061,2014,1.0,도입기
536,(주)이우,17063,2020,1.0,성숙기
537,이화기계공업주식회사,17090,2019,1.0,도입기
538,유니콘미싱공업(주),17101,2015,1.0,도입기
539,인곡산업(주),17102,2016,1.0,쇠퇴기
540,(주)인베스터유나이티드,17106,2014,1.0,도입기
541,슈나이더일렉트릭시스템스코리아주식회사,17108,2018,1.0,쇠퇴기
542,정일산업주식회사,17113,2020,1.0,쇠퇴기
543,인창전자주식회사,17120,2022,1.0,쇠퇴기
544,(주)일성건설,17162,2019,1.0,쇠퇴기
545,일성기계공업주식회사,17163,2021,1.0,도입기
546,일성레저산업(주),17164,2014,1.0,성숙기
547,서일캐스팅(주),17169,2020,1.0,성숙기
548,일신산업주식회사,17170,2022,1.0,도입기
549,일신해운주식회사,17179,2014,1.0,성장기
550,(주)일심,17181,2016,1.0,쇠퇴기
551,(주)일양토건,17183,2015,1.0,쇠퇴기
552,일우종합건설주식회사,17185,2014,1.0,쇠퇴기
553,(주)일우,17186,2021,1.0,도입기
554,일진기계주식회사,17192,2022,1.0,도입기
555,일진실업주식회사,17198,2014,1.0,쇠퇴기
556,(주)임산업,17211,2014,1.0,도입기
557,(주)장영,17226,2020,1.0,쇠퇴기
558,전방텍스타일주식회사,17241,2015,1.0,쇠퇴기
559,화백전선(주),17245,2015,1.0,쇠퇴기
560,전인석유주식회사,17253,2021,1.0,쇠퇴기
561,전주문화방송(주),17257,2019,1.0,쇠퇴기
562,정림개발주식회사,17267,2015,1.0,성장기
563,케이비아이정무산업주식회사,17270,2014,1.0,도입기
564,정아산업주식회사,17276,2014,1.0,쇠퇴기
565,정우산기주식회사,17282,2014,1.0,쇠퇴기
566,정한개발주식회사,17296,2014,1.0,성장기
567,(주)더스텔라,17298,2014,1.0,쇠퇴기
568,제니코식품주식회사,17305,2014,1.0,쇠퇴기
569,제동물산(주),17306,2018,1.0,쇠퇴기
570,제신약품(주),17311,2014,1.0,쇠퇴기
571,(주)제오빌더,17312,2020,1.0,쇠퇴기
572,죽암건설주식회사,17318,2022,1.0,쇠퇴기
573,제일산업개발(주),17340,2021,1.0,도입기
574,(주)제이아이코리아,17348,2021,1.0,성장기
575,제일유리공업주식회사,17349,2014,1.0,쇠퇴기
576,(주)에이티넘파트너스,17375,2020,1.0,도입기
577,조양모방(주),17381,2017,1.0,성숙기
578,조해산업(주),17395,2022,1.0,쇠퇴기
579,주식회사조웰,17397,2014,1.0,도입기
580,(주)종이나라,17402,2014,1.0,도입기
581,(주)세진푸드시스템,17412,2014,1.0,쇠퇴기
582,주식회사강릉주택,17425,2014,1.0,성장기
583,주식회사거양,17434,2015,1.0,성숙기
584,주식회사건화,17439,2014,1.0,성숙기
585,주식회사건화,17440,2020,1.0,쇠퇴기
586,주식회사경남신문사,17447,2014,1.0,성장기
587,주식회사경동산업,17450,2014,1.0,쇠퇴기
588,주식회사경북가스,17456,2022,1.0,도입기
589,주식회사경성섬유,17458,2014,1.0,쇠퇴기
590,주식회사경신,17459,2019,1.0,쇠퇴기
591,주식회사경인에셋,17462,2017,1.0,쇠퇴기
592,함평엘리체컨트리클럽주식회사,17493,2014,1.0,쇠퇴기
593,(주)교학사,17499,2014,1.0,성숙기
594,국도관광개발주식회사,17503,2022,1.0,도입기
595,주식회사국제신문,17511,2014,1.0,도입기
596,주식회사그랜드관광호텔,17516,2015,1.0,도입기
597,주식회사호텔그랜드유통,17517,2014,1.0,도입기
598,주식회사극동기계,17527,2018,1.0,성장기
599,(주)글로리아,17528,2020,1.0,성장기
600,주식회사금양통신,17545,2015,1.0,도입기
601,주식회사금창,17549,2017,1.0,성숙기
602,주식회사금화,17550,2020,1.0,쇠퇴기
603,주식회사기린건축,17551,2019,1.0,도입기
604,주식회사니코,17594,2014,1.0,쇠퇴기
605,주식회사알지투자개발,17600,2014,1.0,성숙기
606,주식회사대광건설,17606,2019,1.0,쇠퇴기
607,주식회사대광기업,17607,2019,1.0,도입기
608,주식회사대광직물,17608,2017,1.0,도입기
609,주식회사엑스코,17609,2014,1.0,성장기
610,주식회사대남,17611,2016,1.0,쇠퇴기
611,주식회사대도공영,17614,2014,1.0,쇠퇴기
612,주식회사대동광업,17617,2019,1.0,쇠퇴기
613,주식회사대성철강,17638,2020,1.0,성숙기
614,주식회사대송,17639,2014,1.0,도입기
615,주식회사대아고속해운,17642,2021,1.0,쇠퇴기
616,주식회사대양개발,17647,2014,1.0,성장기
617,(주)대영금속,17654,2014,1.0,도입기
618,익산관광개발주식회사,17657,2014,1.0,도입기
619,주식회사대원운수,17661,2014,1.0,성숙기
620,주식회사대전일보사,17671,2014,1.0,도입기
621,주식회사대흥정공,17697,2015,1.0,쇠퇴기
622,(주)노벨아이,17700,2022,1.0,성장기
623,주식회사디피엘,17704,2014,1.0,쇠퇴기
624,(주)디딤돌교육,17711,2018,1.0,쇠퇴기
625,주식회사도서출판삼성당,17712,2014,1.0,성장기
626,주식회사동방관광호텔,17722,2014,1.0,쇠퇴기
627,주식회사동서개발,17727,2014,1.0,도입기
628,주식회사동성진흥,17734,2019,1.0,쇠퇴기
629,주식회사동아레미콘,17737,2018,1.0,쇠퇴기
630,주식회사동양레저,17744,2014,1.0,쇠퇴기
631,주식회사동영물산,17749,2014,1.0,성숙기
632,(주)동인기업,17758,2021,1.0,도입기
633,(주)동진주공,17776,2018,1.0,도입기
634,(주)동희,17782,2018,1.0,도입기
635,주식회사두진,17791,2022,1.0,도입기
636,주식회사엔터식스패션쇼핑몰,17796,2021,1.0,쇠퇴기
637,(주)스피폭스,17798,2015,1.0,성숙기
638,(주)라비돌,17803,2020,1.0,도입기
639,주식회사럭키산업,17806,2022,1.0,도입기
640,(주)로케트이앤티,17808,2014,1.0,쇠퇴기
641,주식회사루튼,17811,2014,1.0,쇠퇴기
642,주식회사매일신문사,17824,2014,1.0,성숙기
643,(주)메라톤,17827,2021,1.0,도입기
644,주식회사모드테크,17838,2014,1.0,성숙기
645,주식회사모텍스,17842,2017,1.0,성장기
646,주식회사미봉,17855,2014,1.0,성장기
647,(주)밀양한천,17859,2015,1.0,성장기
648,주식회사이퍼블릭코리아,17872,2014,1.0,도입기
649,주식회사범아엔지니어링,17873,2014,1.0,도입기
650,(주)피앤에이치,17879,2016,1.0,쇠퇴기
651,주식회사봉우,17891,2014,1.0,쇠퇴기
652,레이캅코리아(주),17892,2019,1.0,쇠퇴기
653,주식회사부래당,17893,2017,1.0,쇠퇴기
654,주식회사부민양행,17895,2019,1.0,쇠퇴기
655,주식회사사러가,17909,2016,1.0,쇠퇴기
656,주식회사삼구,17920,2017,1.0,도입기
657,주식회사삼오,17950,2014,1.0,성숙기
658,주식회사삼우코리아,17952,2020,1.0,도입기
659,주식회사삼정이앤더블유,17964,2014,1.0,쇠퇴기
660,주식회사삼정터빈,17967,2015,1.0,쇠퇴기
661,삼화통신공업(주),17986,2014,1.0,쇠퇴기
662,주식회사세정,17991,2017,1.0,성숙기
663,주식회사더봄,17998,2014,1.0,쇠퇴기
664,주식회사서울문고,18011,2019,1.0,쇠퇴기
665,(주)서한사,18028,2022,1.0,도입기
666,에스앤에스밸브(주),18030,2021,1.0,도입기
667,주식회사선양,18034,2014,1.0,성장기
668,주식회사선용어패럴,18037,2019,1.0,도입기
669,주식회사성신신소재,18051,2015,1.0,성숙기
670,(주)트렉스타,18065,2015,1.0,도입기
671,(주)제네시스디벨롭먼트홀딩스,18067,2015,1.0,쇠퇴기
672,주식회사세광섬유,18068,2014,1.0,도입기
673,주식회사세광아트,18070,2014,1.0,쇠퇴기
674,주식회사세기,18071,2017,1.0,도입기
675,항진제강(주),18085,2014,1.0,쇠퇴기
676,주식회사세창,18090,2014,1.0,성장기
677,주식회사소디프비앤에프,18093,2019,1.0,도입기
678,주식회사송옥개발,18104,2014,1.0,성장기
679,(주)송원,18105,2014,1.0,성장기
680,주식회사송원산업,18106,2014,1.0,도입기
681,주식회사송천개발,18108,2020,1.0,쇠퇴기
682,주식회사수암월드,18113,2014,1.0,성숙기
683,주식회사신아주,18148,2022,1.0,도입기
684,주식회사신안제관,18151,2022,1.0,쇠퇴기
685,주식회사어반앤컴퍼니,18152,2021,1.0,쇠퇴기
686,주식회사신양피혁,18153,2014,1.0,도입기
687,주식회사신우산업개발,18156,2017,1.0,쇠퇴기
688,주식회사신흥기공,18174,2020,1.0,도입기
689,주식회사신흥기업,18175,2014,1.0,성장기
690,주식회사썬앳푸드,18185,2016,1.0,쇠퇴기
691,칼소닉칸세이코리아주식회사,18186,2022,1.0,쇠퇴기
692,주식회사아도니스,18195,2014,1.0,성장기
693,주식회사마임,18228,2018,1.0,도입기
694,주식회사앰배서더즈,18230,2019,1.0,성숙기
695,주식회사엔텍,18259,2014,1.0,성숙기
696,(주)열림기술,18275,2015,1.0,쇠퇴기
697,주식회사영남일보,18278,2017,1.0,성장기
698,(주)영도벨벳,18279,2014,1.0,성장기
699,주식회사영림공사,18280,2015,1.0,도입기
700,주식회사예광기업,18297,2022,1.0,성장기
701,주식회사오리엔텍,18301,2014,1.0,도입기
702,(주)오미아코리아,18302,2014,1.0,성장기
703,주식회사오복식품,18304,2021,1.0,도입기
704,주식회사우리건설,18318,2014,1.0,성장기
705,(주)우성주택건설,18325,2014,1.0,성장기
706,주식회사우신버스,18329,2021,1.0,성숙기
707,주식회사우진페인트,18345,2014,1.0,도입기
708,주식회사원동방,18351,2016,1.0,도입기
709,주식회사와이에스,18372,2015,1.0,도입기
710,주식회사지에이에셋,18373,2014,1.0,쇠퇴기
711,주식회사유성건설,18374,2019,1.0,쇠퇴기
712,주식회사유성사,18375,2014,1.0,도입기
713,주식회사유성종합설비,18376,2014,1.0,쇠퇴기
714,주식회사동승골프앤리조트,18401,2015,1.0,성숙기
715,에스알테크노팩주식회사,18403,2020,1.0,성숙기
716,주식회사이오시스템,18407,2015,1.0,도입기
717,주식회사이원,18408,2014,1.0,성장기
718,(주)인성하이텍,18416,2014,1.0,도입기
719,주식회사인터불고,18421,2016,1.0,쇠퇴기
720,(주)인풍,18422,2021,1.0,도입기
721,주식회사일신산업,18434,2014,1.0,쇠퇴기
722,(주)제이앤드제이글로벌,18444,2019,1.0,도입기
723,주식회사재현에스아이,18451,2014,1.0,성장기
724,주식회사정광종합건설,18461,2014,1.0,쇠퇴기
725,주식회사정원종합산업,18465,2014,1.0,쇠퇴기
726,주식회사정풍개발,18468,2014,1.0,도입기
727,주식회사정필,18469,2014,1.0,도입기
728,주식회사제농에스앤티농업회사법인,18470,2017,1.0,쇠퇴기
729,주식회사제미앤에프,18472,2015,1.0,쇠퇴기
730,주식회사제이에스앤에프,18474,2015,1.0,쇠퇴기
731,(주)제일도기,18481,2014,1.0,쇠퇴기
732,주식회사조양,18498,2015,1.0,쇠퇴기
733,주식회사중원미디어,18514,2014,1.0,쇠퇴기
734,주식회사지에프,18519,2014,1.0,도입기
735,(주)지현통상,18520,2014,1.0,성숙기
736,주식회사진영,18527,2018,1.0,쇠퇴기
737,주식회사진영정기,18528,2014,1.0,성숙기
738,주식회사진천여객터미널,18532,2014,1.0,성숙기
739,주식회사창원,18543,2018,1.0,쇠퇴기
740,주식회사천보철강,18549,2017,1.0,쇠퇴기
741,주식회사청송중앙알미늄,18554,2022,1.0,쇠퇴기
742,주식회사청아냉동식품,18556,2015,1.0,성숙기
743,(주)청주방송,18558,2014,1.0,성장기
744,주식회사효광건설,18565,2014,1.0,쇠퇴기
745,주식회사캉가루,18573,2014,1.0,도입기
746,주식회사케이티시코리아,18583,2014,1.0,성장기
747,주식회사코리아로터리서비스,18588,2014,1.0,쇠퇴기
748,주식회사코모도호텔,18591,2016,1.0,성장기
749,주식회사코스와이어,18596,2020,1.0,쇠퇴기
750,주식회사클리포드,18606,2018,1.0,도입기
751,주식회사타워호텔,18610,2014,1.0,도입기
752,(주)태봉,18618,2014,1.0,성숙기
753,주식회사태화기업,18628,2020,1.0,성장기
754,한미테크윈주식회사,18629,2018,1.0,도입기
755,주식회사파카알지비,18649,2014,1.0,쇠퇴기
756,주식회사평화,18659,2015,1.0,성장기
757,오마샤리프화장품주식회사,18662,2021,1.0,성장기
758,주식회사풍국,18670,2015,1.0,쇠퇴기
759,주식회사풍전,18674,2019,1.0,성숙기
760,주식회사퓨리텍,18675,2021,1.0,쇠퇴기
761,(주)피앤텔,18680,2022,1.0,도입기
762,주식회사학산,18688,2015,1.0,도입기
763,주식회사한광옵토,18692,2015,1.0,성숙기
764,주식회사한국에이스,18724,2020,1.0,도입기
765,주식회사한국전자재료,18733,2020,1.0,성장기
766,주식회사한국정밀,18735,2015,1.0,쇠퇴기
767,주식회사한도,18754,2018,1.0,성장기
768,주식회사한라기산,18759,2017,1.0,쇠퇴기
769,주식회사크레아군산,18766,2014,1.0,도입기
770,(주)한성피앤아이,18771,2018,1.0,도입기
771,주식회사한영나염,18789,2019,1.0,성장기
772,주식회사한영캉가루,18792,2015,1.0,쇠퇴기
773,주식회사한일종합건설,18804,2014,1.0,도입기
774,(주)한창시스템,18813,2014,1.0,도입기
775,주식회사행성사,18827,2018,1.0,도입기
776,주식회사현대특수나염,18835,2014,1.0,성장기
777,주식회사현성리조트,18841,2014,1.0,쇠퇴기
778,주식회사현진어패럴,18843,2015,1.0,쇠퇴기
779,주식회사화성보일러,18862,2018,1.0,성숙기
780,(주)화진피에프,18874,2019,1.0,도입기
781,주식회사환웅정공,18875,2016,1.0,쇠퇴기
782,주식회사황보,18876,2014,1.0,쇠퇴기
783,주식회사피디티,18884,2018,1.0,도입기
784,주식회사제이제이케이,18893,2018,1.0,쇠퇴기
785,(주)진천국제객화항운,18912,2014,1.0,쇠퇴기
786,중도가스주식회사,18919,2014,1.0,쇠퇴기
787,중앙관광개발(주),18931,2014,1.0,성숙기
788,중앙기업,18933,2014,1.0,도입기
789,(주)쉰들러엘리베이터,18941,2018,1.0,도입기
790,(주)중앙정공,18945,2014,1.0,도입기
791,주식회사중앙종합건설,18950,2018,1.0,도입기
792,중앙축산사료(주),18952,2022,1.0,도입기
793,지엔에스에프(주),18992,2014,1.0,성숙기
794,진영공업주식회사,19029,2020,1.0,성장기
795,가평교통주식회사,19064,2018,1.0,도입기
796,진흥철강주식회사,19067,2015,1.0,성숙기
797,주식회사참존,19071,2014,1.0,도입기
798,(주)창보종합건설,19081,2014,1.0,성장기
799,창신섬유주식회사,19082,2016,1.0,성숙기
800,(주)창신특수강,19083,2019,1.0,성숙기
801,창일개발주식회사,19091,2017,1.0,쇠퇴기
802,(주)창전사,19093,2014,1.0,성숙기
803,천마콘크리트공업(주),19102,2015,1.0,도입기
804,천일여객(주),19113,2014,1.0,성장기
805,천일제지주식회사,19115,2017,1.0,쇠퇴기
806,청광종합건설(주),19123,2014,1.0,쇠퇴기
807,청남관광주식회사,19129,2014,1.0,쇠퇴기
808,(주)엠비씨충북,19155,2014,1.0,도입기
809,청학산업주식회사,19162,2020,1.0,도입기
810,맥슨씨아이씨주식회사,19165,2014,1.0,성장기
811,지에스지엠주식회사,19169,2021,1.0,도입기
812,초당약품공업주식회사,19170,2021,1.0,쇠퇴기
813,초석건설산업(주),19171,2015,1.0,쇠퇴기
814,세종에머슨주식회사,19175,2014,1.0,쇠퇴기
815,충북석유(주),19177,2017,1.0,쇠퇴기
816,칠성실업주식회사,19187,2016,1.0,성숙기
817,케이비에프주식회사,19225,2014,1.0,쇠퇴기
818,(주)케이티앤씨,19246,2015,1.0,도입기
819,주식회사한국우사회,19267,2014,1.0,도입기
820,(주)코리아신예,19269,2014,1.0,성숙기
821,코린인터내셔널주식회사,19280,2015,1.0,성숙기
822,(주)코모텍,19284,2018,1.0,성숙기
823,(주)콘도매직스,19319,2014,1.0,성장기
824,(주)크레송,19334,2014,1.0,도입기
825,(주)탑항공,19356,2014,1.0,쇠퇴기
826,태광제지공업주식회사,19363,2017,1.0,성숙기
827,우평건설주식회사,19372,2022,1.0,도입기
828,태서리사이클링(주),19376,2021,1.0,성숙기
829,주식회사티에스오토모티브,19380,2019,1.0,성숙기
830,(주)태승이십일,19387,2015,1.0,도입기
831,태아산업주식회사,19390,2017,1.0,성숙기
832,(주)소비코,19404,2016,1.0,도입기
833,주식회사위트,19410,2014,1.0,도입기
834,세영실업(주),19416,2022,1.0,성숙기
835,태화물산주식회사,19452,2014,1.0,성장기
836,태화실업,19454,2014,1.0,성숙기
837,(주)텔리언,19472,2017,1.0,성숙기
838,통일보일러(주),19486,2018,1.0,쇠퇴기
839,제트에프오토모티브코리아주식회사,19499,2014,1.0,성숙기
840,티에스테크놀로지(주),19505,2015,1.0,쇠퇴기
841,(주)캐슬렉스제주,19511,2015,1.0,성장기
842,팔미금속공업(주),19525,2020,1.0,도입기
843,펜타시스템테크놀러지주식회사,19537,2014,1.0,도입기
844,펜타시큐리티시스템주식회사,19538,2018,1.0,도입기
845,평익건설(주),19546,2016,1.0,쇠퇴기
846,평화기공주식회사,19552,2014,1.0,성장기
847,평화유지공업주식회사,19558,2014,1.0,쇠퇴기
848,평화주택건설주식회사,19564,2016,1.0,쇠퇴기
849,라온레저개발(주),19568,2019,1.0,성숙기
850,풍국산업주식회사,19588,2014,1.0,쇠퇴기
